"city","dbpedia","population","country_name","image","flag","currency","religion"
"Bhopal","http://dbpedia.org/resource/Bhopal",1886100,"India","http://commons.wikimedia.org/wiki/Special:FilePath/BadaTalaabBhopal3.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Bhopal","http://dbpedia.org/resource/Bhopal",1886100,"India","http://commons.wikimedia.org/wiki/Special:FilePath/BadaTalaabBhopal3.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
"Bhopal","http://dbpedia.org/resource/Bhopal",1886100,"India","http://commons.wikimedia.org/wiki/Special:FilePath/BadaTalaabBhopal3.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",2.3
"Bhopal","http://dbpedia.org/resource/Bhopal",1886100,"India","http://commons.wikimedia.org/wiki/Special:FilePath/BadaTalaabBhopal3.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",14.2
"Bhopal","http://dbpedia.org/resource/Bhopal",1886100,"India","http://commons.wikimedia.org/wiki/Special:FilePath/BadaTalaabBhopal3.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",79.8
"Johor Bahru","http://dbpedia.org/resource/Johor_Bahru",1805000,"Malaysia","http://commons.wikimedia.org/wiki/Special:FilePath/Johor_Bahru_composite.png?width=300","http://dbpedia.org/resource/Malaysia","http://dbpedia.org/resource/Malaysian_ringgit","http://dbpedia.org/resource/Islam_in_Malaysia"
"Tabriz","http://dbpedia.org/resource/Tabriz",1800000,"Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Iranian_rial","http://dbpedia.org/resource/Sunni_Islam"
"Tabriz","http://dbpedia.org/resource/Tabriz",1800000,"Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Iranian_rial","http://dbpedia.org/resource/Zoroastrianism"
"Tabriz","http://dbpedia.org/resource/Tabriz",1800000,"Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Iranian_rial","http://dbpedia.org/resource/Christianity"
"Tabriz","http://dbpedia.org/resource/Tabriz",1800000,"Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Iranian_rial","http://dbpedia.org/resource/Judaism"
"Tabriz","http://dbpedia.org/resource/Tabriz",1800000,"Iran","http://commons.wikimedia.org/wiki/Special:FilePath/Tabriz_Mosaic_Logo.jpg?width=300","http://dbpedia.org/resource/Iran","http://dbpedia.org/resource/Iranian_rial","http://dbpedia.org/resource/Shia_Islam"
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.4
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.7
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",0.9
"Agra","http://dbpedia.org/resource/Agra",1760285,"India","http://commons.wikimedia.org/wiki/Special:FilePath/Taj_Mahal_in_India.jpg?width=300","http://dbpedia.org/resource/India","http://dbpedia.org/resource/Indian_rupee",1.7
